source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.2,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_2__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_2__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.3,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_3__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_3__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.4,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_4__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_4__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.5,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_5__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_5__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.6,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_6__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_6__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.7,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_7__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_7__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.8,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_8__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_8__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.9,state,processed_native_table,75,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_9__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_002_download_xlsx_132_39_kb__table_2_9__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Contents,unknown,held_metadata_sheet,0,0,,,,,metadata/contents/readme sheet,
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.1,state,processed_native_table,65,13,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_1__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_1__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.2,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_2__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_2__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.3,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_3__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_3__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.4,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_4__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_4__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.5,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_5__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_5__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.6,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_6__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_6__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.7,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_7__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_7__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.8,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_8__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_8__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.9,state,processed_native_table,71,25,not_stated,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_9__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_003_download_xlsx_120_45_kb__table_3_9__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Contents,unknown,held_metadata_sheet,0,0,,,,,metadata/contents/readme sheet,
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.1,state,processed_native_table,41,15,male,data\processed\native\state\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_1__v20.csv,data\processed\native\state\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_1__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.2,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_2__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_2__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.3,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_3__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_3__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.4,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_4__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_4__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.5,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_5__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_5__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.6,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_6__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_6__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.7,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_7__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_7__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.8,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_8__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_8__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.9,unknown,processed_unknown_geography_review,57,15,,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_9__v20.csv,data\processed\native\unknown_review\abs_homelessness__abs_homelessness_census_004_download_xlsx_83_6_kb__table_4_9__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__005__download_xlsx_320_14_kb.xlsx,Contents,unknown,held_metadata_sheet,0,0,,,,,metadata/contents/readme sheet,
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__005__download_xlsx_320_14_kb.xlsx,Table_5.1,sa3,processed_native_table,450,17,sa3;sa4,data\processed\native\sa3\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_1__v20.csv,data\processed\native\sa3\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_1__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 1, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__005__download_xlsx_320_14_kb.xlsx,Table_5.2,sa3,processed_native_table,450,17,sa3;sa4,data\processed\native\sa3\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_2__v20.csv,data\processed\native\sa3\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_2__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 1, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__005__download_xlsx_320_14_kb.xlsx,Table_5.3,sa2,processed_native_table,2899,9,sa2;sa3;sa4,data\processed\native\sa2\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_3__v20.csv,data\processed\native\sa2\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_3__v20.parquet,written,"column_match:{'sa2': 1, 'sa3': 1, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
abs_homelessness,data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__005__download_xlsx_320_14_kb.xlsx,Table_5.4,sa2,processed_native_table,2737,9,sa2;sa3;sa4,data\processed\native\sa2\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_4__v20.csv,data\processed\native\sa2\abs_homelessness__abs_homelessness_census_005_download_xlsx_320_14_kb__table_5_4__v20.parquet,written,"column_match:{'sa2': 1, 'sa3': 1, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
